Edad,TipoEmpleo,Educación,EstadoCivil,Profesión,Raza,Género,CargaHorariaSemanal,IngresoAnual
42,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
47,Privado,Secundario,Casadx,Oficinista,Blancx,Femenino,30,+50mil
44,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
49,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,50milO-
61,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,50,50milO-
65,Gubernamental,7º-8º,Casadx,Oficinista,Blancx,Masculino,40,50milO-
45,Gubernamental,Secundario,Casadx,Servicio,Blancx,Masculino,40,+50mil
59,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
30,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Negrx,Femenino,40,50milO-
34,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,45,+50mil
24,Privado,1º-4º,Casadx,Obrero,Blancx,Masculino,40,50milO-
42,Autónomo,Universitario,Casadx,Oficinista,Blancx,Masculino,60,+50mil
37,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,40,+50mil
36,Privado,10º,Casadx,Obrero,Blancx,Masculino,40,50milO-
21,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
54,Privado,Magíster,Divorciadx,Profesional,Blancx,Femenino,40,+50mil
34,Privado,12º,Casadx,Obrero,Blancx,Masculino,35,50milO-
41,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,40,50milO-
18,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Masculino,4,50milO-
26,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,48,50milO-
23,Gubernamental,Secundario,Solterx,Otro/Desconocido,Blancx,Masculino,8,50milO-
63,Otro/Desconocido,UniversitarioIncompleto,Divorciadx,Otro/Desconocido,Blancx,Femenino,5,50milO-
34,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,40,+50mil
54,Privado,Secundario,Viudx,Ventas,Blancx,Femenino,37,50milO-
37,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,72,50milO-
54,Gubernamental,Secundario,Casadx,Profesional,Blancx,Masculino,40,50milO-
22,Gubernamental,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,43,50milO-
32,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
42,Gubernamental,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Masculino,40,50milO-
31,Gubernamental,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,37,50milO-
48,Privado,Doctorado,Casadx,Profesional,Blancx,Masculino,45,+50mil
28,Privado,Universitario,Solterx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,40,50milO-
31,Privado,10º,Divorciadx,Obrero,Blancx,Masculino,38,50milO-
28,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
24,Privado,12º,Casadx,Obrero,Blancx,Masculino,40,50milO-
50,Privado,Secundario,Divorciadx,Obrero,Blancx,Femenino,45,50milO-
26,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,72,50milO-
37,Autónomo,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,50,+50mil
24,Privado,5º-6º,Casadx,Obrero,Blancx,Masculino,40,50milO-
18,Otro/Desconocido,11º,Solterx,Otro/Desconocido,Blancx,Femenino,25,50milO-
32,Privado,Secundario,Solterx,Servicio,Negrx,Femenino,40,50milO-
23,Privado,Universitario,Solterx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,55,50milO-
33,Gubernamental,Secundario,Divorciadx,Obrero,Blancx,Femenino,35,50milO-
49,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
75,Autónomo,Magíster,Viudx,Ventas,Blancx,Masculino,45,50milO-
74,Autónomo,Universitario,Viudx,Obrero,Blancx,Masculino,8,+50mil
26,Privado,UniversitarioIncompleto,Casadx,Obrero,Negrx,Masculino,40,50milO-
66,Otro/Desconocido,Secundario,Viudx,Otro/Desconocido,Blancx,Femenino,40,50milO-
34,Privado,Universitario,Casadx,Oficinista,Blancx,Femenino,45,50milO-
18,Privado,12º,Solterx,Servicio,Blancx,Masculino,12,50milO-
33,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
36,Gubernamental,Universitario,Casadx,Oficinista,Blancx,Femenino,20,+50mil
44,Privado,Universitario,Casadx,Obrero,Blancx,Masculino,55,50milO-
36,Privado,11º,Solterx,Obrero,Negrx,Femenino,40,50milO-
53,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,40,50milO-
60,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,40,50milO-
28,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
36,Privado,10º,Divorciadx,Obrero,Blancx,Masculino,48,50milO-
35,Privado,Tecnicatura,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
45,Autónomo,Tecnicatura,Casadx,Profesional,Blancx,Masculino,20,50milO-
23,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,15,50milO-
35,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,55,50milO-
34,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,42,+50mil
46,Privado,Preescolar,Casadx,Obrero,Negrx,Masculino,75,50milO-
58,Gubernamental,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
55,Gubernamental,Magíster,Solterx,Profesional,Blancx,Femenino,45,50milO-
63,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
41,Autónomo,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,40,50milO-
45,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,76,50milO-
41,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,40,+50mil
42,Privado,Secundario,Solterx,Ventas,Blancx,Femenino,40,50milO-
90,Gubernamental,7º-8º,Casadx,Servicio,Blancx,Masculino,40,50milO-
41,Privado,Secundario,Solterx,Ventas,Blancx,Masculino,40,50milO-
22,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,50,50milO-
53,Autónomo,FormaciónProfesional,Solterx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,40,+50mil
49,Autónomo,Universitario,Casadx,Oficinista,Blancx,Masculino,60,+50mil
51,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,60,+50mil
22,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,40,50milO-
23,Privado,Tecnicatura,Solterx,Servicio,Blancx,Femenino,40,50milO-
59,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
40,Privado,Secundario,Divorciadx,Obrero,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
28,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,70,50milO-
39,Privado,Secundario,Separadx,Servicio,Blancx,Femenino,40,50milO-
25,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,37,50milO-
48,Gubernamental,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
62,Privado,9º,Casadx,Servicio,Negrx,Masculino,42,50milO-
44,Gubernamental,Secundario,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
28,Gubernamental,Universitario,Solterx,Profesional,Blancx,Masculino,50,50milO-
62,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,45,50milO-
32,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
59,Gubernamental,Secundario,Casadx,Ventas,Blancx,Femenino,40,+50mil
20,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,20,50milO-
40,Privado,Tecnicatura,Separadx,Servicio,Blancx,Femenino,32,50milO-
47,Privado,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,47,+50mil
60,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,40,50milO-
55,Privado,Secundario,Separadx,Servicio,Blancx,Masculino,81,50milO-
18,Privado,12º,Solterx,Oficinista,Blancx,Masculino,35,50milO-
43,Privado,Universitario,Solterx,Oficinista,Blancx,Masculino,40,50milO-
31,Autónomo,Secundario,Divorciadx,Servicio,Blancx,Masculino,35,50milO-
22,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,50,50milO-
56,Privado,Secundario,Divorciadx,Servicio,Negrx,Femenino,40,50milO-
41,Privado,Secundario,Separadx,Oficinista,Blancx,Femenino,40,50milO-
24,Privado,Secundario,Solterx,Servicio,Blancx,Masculino,30,50milO-
42,Privado,Universitario,Casadx,Ventas,Blancx,Masculino,40,+50mil
53,Gubernamental,UniversitarioIncompleto,Casadx,Servicio,Blancx,Masculino,40,+50mil
52,Gubernamental,7º-8º,Solterx,Servicio,Negrx,Femenino,40,50milO-
42,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,89,+50mil
48,Privado,1º-4º,Casadx,Obrero,Blancx,Masculino,40,50milO-
35,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
33,Privado,11º,Casadx,Servicio,Blancx,Masculino,40,50milO-
20,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Femenino,40,50milO-
33,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Masculino,45,50milO-
30,Privado,Universitario,Solterx,Ventas,Blancx,Masculino,40,50milO-
31,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,40,50milO-
29,Privado,Secundario,Solterx,Ventas,Blancx,Femenino,25,50milO-
26,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,48,50milO-
61,Privado,UniversitarioIncompleto,Divorciadx,Servicio,Negrx,Masculino,40,50milO-
45,Privado,5º-6º,Casadx,Obrero,Blancx,Masculino,40,50milO-
29,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,45,50milO-
57,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,50,+50mil
33,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,50,+50mil
20,Privado,UniversitarioIncompleto,Solterx,Ventas,Blancx,Femenino,56,50milO-
26,Privado,Universitario,Solterx,Profesional,Blancx,Femenino,40,50milO-
36,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,55,+50mil
23,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,50,50milO-
31,Privado,Secundario,Casadx,Servicio,Negrx,Femenino,35,50milO-
47,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,32,50milO-
61,Privado,11º,Viudx,Obrero,Blancx,Femenino,30,50milO-
35,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,45,50milO-
23,Privado,1º-4º,Casadx,Obrero,Indígena/Esquimal,Femenino,35,50milO-
20,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Blancx,Masculino,40,50milO-
41,Privado,Secundario,Divorciadx,Servicio,Blancx,Femenino,32,50milO-
39,Gubernamental,Universitario,Casadx,Oficinista,Asiáticx/IsleñxDelPacífico,Femenino,40,50milO-
51,Gubernamental,Doctorado,Divorciadx,Oficinista,Blancx,Femenino,45,+50mil
61,Autónomo,7º-8º,Casadx,Obrero,Blancx,Masculino,56,50milO-
51,Privado,7º-8º,Divorciadx,Obrero,Blancx,Femenino,48,50milO-
36,Privado,Preescolar,Divorciadx,Servicio,Otro,Masculino,72,50milO-
41,Autónomo,Universitario,Casadx,Profesional,Blancx,Masculino,50,50milO-
34,Privado,Secundario,Solterx,Obrero,Blancx,Femenino,35,50milO-
25,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
37,Privado,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,50,+50mil
19,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,49,50milO-
66,Autónomo,Magíster,Casadx,Oficinista,Blancx,Masculino,20,+50mil
23,Privado,Universitario,Solterx,Profesional,Blancx,Masculino,40,50milO-
30,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,60,+50mil
53,Privado,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,45,+50mil
25,Privado,UniversitarioIncompleto,Solterx,Servicio,Negrx,Masculino,40,50milO-
18,Privado,Secundario,Solterx,Ventas,Blancx,Femenino,20,50milO-
51,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
61,Privado,Secundario,Viudx,Obrero,Negrx,Femenino,50,50milO-
53,Privado,Secundario,Viudx,Obrero,Negrx,Femenino,38,50milO-
17,Privado,10º,Solterx,Servicio,Blancx,Masculino,20,50milO-
61,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,40,50milO-
44,Autónomo,Magíster,Casadx,Ventas,Blancx,Masculino,50,+50mil
38,Privado,9º,Casadx,Obrero,Negrx,Masculino,40,50milO-
40,Privado,UniversitarioIncompleto,Separadx,Oficinista,Blancx,Femenino,20,50milO-
32,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,32,50milO-
46,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,45,+50mil
50,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
36,Autónomo,Universitario,Casadx,Ventas,Blancx,Masculino,50,+50mil
30,Autónomo,11º,Casadx,Obrero,Blancx,Masculino,30,50milO-
33,Privado,Magíster,Casadx,Servicio,Asiáticx/IsleñxDelPacífico,Masculino,50,+50mil
36,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,45,+50mil
85,Privado,Universitario,Casadx,Oficinista,Blancx,Masculino,3,50milO-
62,Privado,Secundario,Viudx,Oficinista,Blancx,Femenino,32,50milO-
24,Privado,Universitario,Solterx,Obrero,Blancx,Femenino,32,50milO-
48,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,50,+50mil
58,Gubernamental,Secundario,Casadx,Servicio,Blancx,Masculino,40,50milO-
45,Autónomo,Universitario,Casadx,Oficinista,Blancx,Masculino,45,+50mil
66,Privado,Secundario,Viudx,Oficinista,Blancx,Femenino,25,50milO-
37,Privado,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,45,+50mil
55,Privado,9º,Casadx,Obrero,Blancx,Masculino,48,50milO-
39,Autónomo,Secundario,Solterx,Oficinista,Blancx,Masculino,65,50milO-
58,Autónomo,Doctorado,Solterx,Profesional,Blancx,Femenino,99,50milO-
50,Privado,Doctorado,Divorciadx,Profesional,Blancx,Femenino,50,50milO-
28,Privado,UniversitarioIncompleto,Divorciadx,Obrero,Blancx,Masculino,50,50milO-
34,Privado,Magíster,Casadx,Profesional,Blancx,Masculino,55,50milO-
41,Gubernamental,Magíster,Divorciadx,Profesional,Blancx,Femenino,40,50milO-
36,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,52,+50mil
22,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,45,50milO-
35,Privado,12º,Casadx,Obrero,Blancx,Masculino,84,50milO-
49,Otro/Desconocido,12º,Divorciadx,Otro/Desconocido,Negrx,Masculino,40,50milO-
21,Privado,Tecnicatura,Solterx,Servicio,Blancx,Masculino,40,50milO-
64,Gubernamental,7º-8º,Casadx,Servicio,Negrx,Femenino,40,50milO-
41,Privado,Magíster,Casadx,Oficinista,Blancx,Masculino,40,+50mil
52,Privado,Tecnicatura,Separadx,Ventas,Blancx,Femenino,40,50milO-
32,Privado,UniversitarioIncompleto,Casadx,Profesional,Blancx,Masculino,40,50milO-
27,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,25,50milO-
48,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
28,Privado,Secundario,Casadx,Obrero,Blancx,Femenino,40,50milO-
24,Privado,UniversitarioIncompleto,Casadx,Servicio,Asiáticx/IsleñxDelPacífico,Femenino,35,50milO-
51,Privado,UniversitarioIncompleto,Casadx,Ventas,Blancx,Masculino,60,50milO-
32,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,40,50milO-
61,Privado,Secundario,Casadx,Ventas,Negrx,Masculino,40,50milO-
60,Otro/Desconocido,9º,Divorciadx,Otro/Desconocido,Negrx,Masculino,35,50milO-
33,Privado,Secundario,Divorciadx,Oficinista,Negrx,Femenino,40,50milO-
42,Autónomo,Secundario,Divorciadx,Ventas,Blancx,Masculino,50,50milO-
24,Privado,11º,Divorciadx,Obrero,Blancx,Femenino,40,50milO-
82,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Blancx,Masculino,3,50milO-
26,Privado,UniversitarioIncompleto,Solterx,Obrero,Blancx,Masculino,65,50milO-
18,Privado,11º,Solterx,Profesional,Blancx,Masculino,20,50milO-
34,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,28,50milO-
57,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
25,Privado,Secundario,Solterx,Obrero,Negrx,Masculino,40,50milO-
34,Privado,11º,Divorciadx,Obrero,Blancx,Masculino,60,50milO-
71,Privado,9º,Casadx,Servicio,Blancx,Masculino,40,50milO-
35,Gubernamental,Universitario,Casadx,Profesional,Blancx,Masculino,50,50milO-
47,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
50,Privado,Magíster,Divorciadx,Ventas,Blancx,Femenino,50,+50mil
33,Privado,10º,Solterx,Oficinista,Negrx,Masculino,40,50milO-
38,Privado,Tecnicatura,Casadx,Obrero,Blancx,Masculino,55,+50mil
50,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,50milO-
45,Privado,10º,Divorciadx,Servicio,Negrx,Femenino,38,50milO-
32,Privado,Secundario,Separadx,Ventas,Blancx,Femenino,45,50milO-
39,Privado,Secundario,Casadx,Profesional,Blancx,Masculino,45,+50mil
25,Gubernamental,Universitario,Solterx,Oficinista,Negrx,Femenino,40,50milO-
20,Privado,Secundario,Solterx,Obrero,Blancx,Masculino,40,50milO-
46,Privado,Magíster,Casadx,Profesional,Blancx,Femenino,22,+50mil
40,Privado,Tecnicatura,Casadx,Obrero,Negrx,Masculino,45,50milO-
66,Gubernamental,10º,Casadx,Obrero,Blancx,Masculino,40,50milO-
30,Privado,Tecnicatura,Divorciadx,Oficinista,Blancx,Femenino,24,50milO-
36,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,40,50milO-
57,Gubernamental,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
46,Privado,UniversitarioIncompleto,Casadx,Oficinista,Blancx,Masculino,48,+50mil
27,Privado,Secundario,Solterx,Servicio,Blancx,Femenino,64,50milO-
33,Privado,Secundario,Casadx,Obrero,Negrx,Masculino,40,50milO-
58,Privado,11º,Casadx,Ventas,Blancx,Masculino,40,50milO-
30,Privado,Secundario,Divorciadx,Obrero,Blancx,Masculino,55,50milO-
26,Privado,Tecnicatura,Solterx,Obrero,Blancx,Femenino,15,50milO-
81,Otro/Desconocido,Tecnicatura,Divorciadx,Otro/Desconocido,Blancx,Femenino,1,50milO-
32,Privado,10º,Casadx,Obrero,Blancx,Masculino,40,50milO-
22,Privado,UniversitarioIncompleto,Solterx,Oficinista,Blancx,Masculino,40,50milO-
31,Privado,Secundario,Casadx,Obrero,Blancx,Femenino,40,50milO-
29,Privado,Secundario,Separadx,Ventas,Blancx,Femenino,35,50milO-
35,Otro/Desconocido,Universitario,Casadx,Otro/Desconocido,Blancx,Femenino,55,+50mil
30,Otro/Desconocido,Universitario,Solterx,Otro/Desconocido,Asiáticx/IsleñxDelPacífico,Femenino,99,50milO-
34,Privado,Doctorado,Casadx,Profesional,Blancx,Masculino,60,+50mil
54,Privado,Universitario,Casadx,Oficinista,Asiáticx/IsleñxDelPacífico,Masculino,50,+50mil
37,Privado,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,39,50milO-
22,Privado,12º,Solterx,Servicio,Negrx,Masculino,35,50milO-
34,Privado,Universitario,Solterx,Oficinista,Blancx,Femenino,55,+50mil
30,Privado,Secundario,Solterx,Obrero,Negrx,Masculino,46,50milO-
38,Privado,Universitario,Divorciadx,Profesional,Negrx,Femenino,45,+50mil
71,Otro/Desconocido,Doctorado,Casadx,Otro/Desconocido,Blancx,Masculino,10,+50mil
45,Gubernamental,Secundario,Separadx,Oficinista,Blancx,Femenino,40,50milO-
41,Otro/Desconocido,Secundario,Separadx,Otro/Desconocido,Negrx,Femenino,32,50milO-
72,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Blancx,Masculino,25,50milO-
45,Gubernamental,Tecnicatura,Divorciadx,Profesional,Blancx,Femenino,48,50milO-
31,Privado,Magíster,Divorciadx,Servicio,Otro,Femenino,30,50milO-
39,Gubernamental,Tecnicatura,Casadx,Oficinista,Blancx,Femenino,20,+50mil
37,Privado,Tecnicatura,Divorciadx,Servicio,Blancx,Femenino,40,50milO-
43,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,50milO-
65,Autónomo,FormaciónProfesional,Solterx,Profesional,Blancx,Masculino,60,50milO-
43,Gubernamental,UniversitarioIncompleto,Divorciadx,Oficinista,Blancx,Femenino,40,50milO-
43,Autónomo,UniversitarioIncompleto,Casadx,Obrero,Blancx,Masculino,50,50milO-
32,Privado,10º,Casadx,Obrero,Indígena/Esquimal,Masculino,40,50milO-
43,Privado,Tecnicatura,Casadx,Ventas,Blancx,Masculino,45,50milO-
32,Privado,Magíster,Solterx,Servicio,Asiáticx/IsleñxDelPacífico,Masculino,11,50milO-
53,Privado,Magíster,Casadx,Oficinista,Blancx,Masculino,40,+50mil
22,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,40,50milO-
27,Privado,Tecnicatura,Casadx,Servicio,Blancx,Femenino,38,50milO-
40,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
58,Privado,Secundario,Viudx,Oficinista,Blancx,Femenino,40,50milO-
22,Privado,Secundario,Solterx,Oficinista,Blancx,Masculino,20,50milO-
52,Autónomo,Secundario,Casadx,Oficinista,Blancx,Femenino,40,+50mil
25,Privado,11º,Solterx,Obrero,Negrx,Masculino,40,50milO-
38,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,50,50milO-
28,Gubernamental,Tecnicatura,Casadx,Servicio,Blancx,Masculino,40,+50mil
44,Privado,UniversitarioIncompleto,Casadx,Obrero,Negrx,Masculino,40,+50mil
18,Otro/Desconocido,UniversitarioIncompleto,Solterx,Otro/Desconocido,Blancx,Femenino,30,50milO-
34,Privado,10º,Solterx,Servicio,Blancx,Masculino,30,50milO-
29,Otro/Desconocido,Secundario,Solterx,Otro/Desconocido,Negrx,Masculino,40,50milO-
63,Autónomo,FormaciónProfesional,Casadx,Profesional,Blancx,Masculino,32,+50mil
24,Privado,UniversitarioIncompleto,Solterx,Servicio,Blancx,Femenino,40,50milO-
55,Privado,7º-8º,Casadx,Obrero,Blancx,Masculino,10,50milO-
65,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,40,+50mil
36,Gubernamental,Universitario,Casadx,Oficinista,Blancx,Masculino,40,50milO-
26,Privado,Secundario,Solterx,Oficinista,Blancx,Femenino,39,50milO-
58,Otro/Desconocido,Secundario,Casadx,Otro/Desconocido,Blancx,Masculino,35,50milO-
48,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,48,+50mil
43,Privado,Magíster,Casadx,Oficinista,Blancx,Masculino,50,+50mil
20,Gubernamental,UniversitarioIncompleto,Solterx,Servicio,Blancx,Masculino,25,50milO-
43,Privado,Secundario,Casadx,Oficinista,Blancx,Femenino,30,50milO-
37,Privado,Secundario,Viudx,Obrero,Blancx,Femenino,20,50milO-
40,Privado,Doctorado,Casadx,Profesional,Asiáticx/IsleñxDelPacífico,Masculino,45,+50mil
34,Privado,Universitario,Casadx,Servicio,Blancx,Masculino,47,+50mil
34,Privado,UniversitarioIncompleto,Solterx,Servicio,Negrx,Femenino,35,50milO-
72,Otro/Desconocido,7º-8º,Divorciadx,Otro/Desconocido,Blancx,Femenino,6,50milO-
25,Privado,Universitario,Solterx,Profesional,Blancx,Masculino,43,50milO-
25,Privado,Universitario,Casadx,Profesional,Blancx,Masculino,40,50milO-
45,Autónomo,Secundario,Casadx,Obrero,Blancx,Masculino,90,+50mil
22,Privado,Secundario,Solterx,Oficinista,Blancx,Masculino,20,50milO-
23,Privado,Secundario,Separadx,Obrero,Negrx,Masculino,54,50milO-
54,Privado,Secundario,Casadx,Obrero,Blancx,Masculino,35,50milO-
32,Autónomo,UniversitarioIncompleto,Solterx,Profesional,Blancx,Masculino,60,50milO-
46,Gubernamental,UniversitarioIncompleto,Casadx,Oficinista,Negrx,Masculino,38,+50mil
